Date,Head
2016-04-05,16.344583333333325
2016-04-06,16.339999999999993
2016-04-07,16.33541666666666
2016-04-08,16.325416666666662
2016-04-09,16.313333333333336
2016-04-10,16.308333333333334
2016-04-11,16.294166666666673
2016-04-12,16.289583333333336
2016-04-13,16.292916666666667
2016-04-14,16.301250000000007
2016-04-15,16.28250000000001
2016-04-16,16.315833333333327
2016-04-17,16.313750000000002
2016-04-18,16.26583333333333
2016-04-19,16.252916666666668
2016-04-20,16.23958333333334
2016-04-21,16.23041666666667
2016-04-22,16.235416666666673
2016-04-23,16.2325
2016-04-24,16.22708333333334
2016-04-25,16.223750000000006
2016-04-26,16.24958333333333
2016-04-27,16.27999999999999
2016-04-28,16.267916666666665
2016-04-29,16.257916666666663
2016-04-30,16.255
2016-05-01,16.235000000000003
2016-05-02,16.209999999999997
2016-05-03,16.224166666666672
2016-05-04,16.223749999999992
2016-05-05,16.20958333333333
2016-05-06,16.215000000000014
2016-05-07,16.225000000000005
2016-05-08,16.21291666666666
2016-05-09,16.20083333333333
2016-05-10,16.190833333333334
2016-05-11,16.159166666666668
2016-05-12,16.186666666666667
2016-05-13,16.176666666666673
2016-05-14,16.156249999999996
2016-05-15,16.137083333333326
2016-05-16,16.0975
2016-05-17,16.102083333333336
2016-05-18,16.125416666666666
2016-05-19,16.12125
2016-05-20,16.107083333333343
2016-05-21,16.100833333333338
2016-05-22,16.10833333333334
2016-05-23,16.115833333333338
2016-05-24,16.142916666666675
2016-05-25,16.164166666666677
2016-05-26,16.15374999999999
2016-05-27,16.13666666666666
2016-05-28,16.121250000000003
2016-05-29,16.11000000000001
2016-05-30,16.10625000000001
2016-05-31,16.239583333333332
2016-06-01,16.417916666666677
2016-06-02,16.42375000000001
2016-06-03,16.461666666666666
2016-06-04,16.520416666666662
2016-06-05,16.514583333333338
2016-06-06,16.458750000000002
2016-06-07,16.41083333333333
2016-06-08,16.379166666666666
2016-06-09,16.34541666666666
2016-06-10,16.317083333333333
2016-06-11,16.302500000000006
2016-06-12,16.279583333333324
2016-06-13,16.291666666666664
2016-06-14,16.362916666666663
2016-06-15,16.380416666666665
2016-06-16,16.359583333333344
2016-06-17,16.335416666666664
2016-06-18,16.33625
2016-06-19,16.34416666666666
2016-06-20,16.310833333333335
2016-06-21,16.33458333333333
2016-06-22,16.388333333333325
2016-06-23,16.39208333333333
2016-06-24,16.39625
2016-06-25,16.64416666666667
2016-06-26,16.712500000000002
2016-06-27,16.711250000000003
2016-06-28,16.719583333333333
2016-06-29,16.695000000000004
2016-06-30,16.725833333333327
2016-07-01,16.695000000000004
2016-07-02,16.66541666666667
2016-07-03,16.723749999999995
2016-07-04,16.67791666666666
2016-07-05,16.620000000000008
2016-07-06,16.576250000000005
2016-07-07,16.524166666666666
2016-07-08,16.486666666666675
2016-07-09,16.462083333333332
2016-07-10,16.441666666666666
2016-07-11,16.438333333333336
2016-07-12,16.4
2016-07-13,16.36958333333334
2016-07-14,16.34666666666666
2016-07-15,16.317083333333333
2016-07-16,16.295416666666675
2016-07-17,16.285416666666652
2016-07-18,16.281249999999996
2016-07-19,16.2625
2016-07-20,16.245833333333337
2016-07-21,16.23541666666667
2016-07-22,16.204736842105262
2016-07-23,16.264583333333334
2016-07-24,16.307916666666667
2016-07-25,16.295833333333334
2016-07-26,16.2625
2016-07-27,16.23083333333334
2016-07-28,16.21083333333333
2016-07-29,16.196666666666662
2016-07-30,16.194999999999997
2016-07-31,16.177916666666675
2016-08-01,16.16708333333334
2016-08-02,16.160416666666674
2016-08-03,16.18708333333333
2016-08-04,16.249999999999996
2016-08-05,16.31416666666667
2016-08-06,16.27125
2016-08-07,16.237083333333345
2016-08-08,16.22708333333334
2016-08-09,16.213749999999997
2016-08-10,16.187083333333337
2016-08-11,16.172083333333344
2016-08-12,16.170000000000005
2016-08-13,16.17750000000001
2016-08-14,16.161666666666658
2016-08-15,16.143749999999997
2016-08-16,16.130416666666665
2016-08-17,16.128333333333334
2016-08-18,16.117500000000003
2016-08-19,16.107083333333346
2016-08-20,16.08916666666666
2016-08-21,16.074583333333326
2016-08-22,16.069999999999997
2016-08-23,16.08166666666666
2016-08-24,16.072499999999994
2016-08-25,16.060833333333335
2016-08-26,16.046666666666678
2016-08-27,16.02458333333333
2016-08-28,16.016666666666662
2016-08-29,16.010833333333334
2016-08-30,15.99208333333334
2016-08-31,15.98041666666667
2016-09-01,15.975000000000007
2016-09-02,15.95875
2016-09-03,15.956249999999999
2016-09-04,15.95166666666666
2016-09-05,15.952083333333334
2016-09-06,15.933333333333337
2016-09-07,15.927500000000007
2016-09-08,15.92541666666667
2016-09-09,15.914583333333328
2016-09-10,15.87833333333333
2016-09-11,15.84875
2016-09-12,15.878749999999998
2016-09-13,15.876249999999999
2016-09-14,15.829999999999998
2016-09-15,15.817083333333327
2016-09-16,15.846666666666659
2016-09-17,15.899166666666675
2016-09-18,15.903749999999993
2016-09-19,15.903333333333329
2016-09-20,15.899999999999997
2016-09-21,15.896666666666667
2016-09-22,15.887499999999994
2016-09-23,15.880416666666664
2016-09-24,15.866666666666674
2016-09-25,15.861666666666673
2016-09-26,15.857916666666666
2016-09-27,15.839999999999995
2016-09-28,15.839999999999995
2016-09-29,15.83708333333333
2016-09-30,15.842916666666659
2016-10-01,15.834583333333333
2016-10-02,15.839166666666662
2016-10-03,15.832916666666668
2016-10-04,15.815416666666666
2016-10-05,15.81
2016-10-06,15.810416666666667
2016-10-07,15.818749999999994
2016-10-08,15.81833333333333
2016-10-09,15.808333333333335
2016-10-10,15.803750000000006
2016-10-11,15.801666666666671
2016-10-12,15.800000000000006
2016-10-13,15.800000000000006
2016-10-14,15.80625
2016-10-15,15.81
2016-10-16,15.804166666666672
2016-10-17,15.800000000000006
2016-10-18,15.799583333333338
2016-10-19,15.806666666666667
2016-10-20,15.838750000000003
2016-10-21,15.869583333333331
2016-10-22,15.897083333333333
2016-10-23,15.910000000000005
2016-10-24,15.918333333333335
2016-10-25,15.920000000000002
2016-10-26,15.911666666666674
2016-10-27,15.910000000000005
2016-10-28,15.906250000000009
2016-10-29,15.905833333333327
2016-10-30,15.903750000000008
2016-10-31,15.910000000000005
